,Family,Subfamily,Tribe,Subtribe,Genus,Species,Subspecies,BS_area_um2,FM_DM,FM_DM_sd,H+_ev_mumol_g-1_FW,H+_ev_mumol_g-1_FW_sd,H+_mo_mumol_g-1_FW,H+_mo_mumol_g-1_FW_sd,Habit,IAS,IAS_sd,Pathway,SLA_cm2_g-1,SLA_cm2_g-1_sd,air_channel_area_um2,air_channel_area_um2_sd,chlorenchyma_diameter_um,chlorenchyma_diameter_um_sd,chlorenchyma_hydrenchyma_ratio,chlorenchyma_hydrenchyma_ratio_sd,chlorenchyma_vertical_thickness_um,chlorenchyma_vertical_thickness_um_sd,dC13,dH+,dH+_significance,distance_between_BS_um,hydrenchyma_vertical_thickness_um,hydrenchyma_vertical_thickness_um_sd,leaf_thickness_mm_sd,leaf_thickness_um,leaf_thickness_um_sd,mesophyll_abaxial_area_um2,mesophyll_abaxial_length_um,mesophyll_adaxial_area_um2,mesophyll_adaxial_length_um,mesophyll_cell_area_um2,plant_part,Source,Tissue,transpiration_ratio,avg_elevation_m,LCCDM,SLAFM,tissue,long_name,pct_night_C02,H+_ev_mumol_g-1_DW,H+_ev_mumol_g-1_DW_sd,H+_mo_mumol_g-1_DW,H+_mo_mumol_g-1_DW_sd
0,Orchidaceae,,,,Acineta,sp.,,,7.1,0.3,20.0,0.7,25.1,4.8,,,,,197.0,20.0,,,,,,,,,-28.1,5.1,0.0,,,,,550.0,,,,,,,,Silvera et al (2005),,,,,,,Acineta sp.,,,,,
1,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Ada,allenii,,,8.1,0.5,18.4,3.1,19.6,0.5,,,,,191.0,13.0,,,,,,,,,-28.2,1.2,0.0,,,,,610.0,,,,,,,,Silvera et al (2005),,,,,,,Ada allenii,,,,,
2,Orchidaceae,,,,Ancipitia,crocodiliceps,,,8.7,0.9,9.5,1.8,10.4,1.0,,,,,80.0,11.0,,,,,,,,,-28.3,0.9,0.0,,,,,1140.0,,,,,,,,Silvera et al (2005),,,,,,,Ancipitia crocodiliceps,,,,,
3,Orchidaceae,Epidendroideae,Arethuseae,Arethusinae,Arundina,graminifolia,,,3.5,0.2,11.5,0.4,11.7,0.8,,,,,119.0,10.0,,,,,,,,,-26.5,0.2,0.0,,,,,320.0,,,,,,,,Silvera et al (2005),,,,,,,Arundina graminifolia,,,,,
4,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Aspasia,epidendroides,,,5.3,0.2,3.5,0.3,8.5,0.2,,,,,147.0,6.0,,,,,,,,,-27.9,5.0,1.0,,,,,570.0,,,,,,,,Silvera et al (2005),,,,,,,Aspasia epidendroides,,,,,
5,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Aspasia,principissa,,,4.5,0.2,35.6,4.2,38.9,2.4,,,,,149.0,10.0,,,,,,,,,-27.9,3.2,0.0,,,,,250.0,,,,,,,,Silvera et al (2005),,,,,,,Aspasia principissa,,,,,
6,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Brassavola,acaulis,,,16.9,0.2,7.7,1.6,31.6,3.8,,,,,35.0,3.0,,,,,,,,,-15.1,23.9,1.0,,,,,5010.0,,,,,,,,Silvera et al (2005),,,,,,,Brassavola acaulis,,,,,
7,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Brassavola,nodosa,,,12.5,0.5,39.5,1.4,96.2,9.4,,,,,37.0,1.0,,,,,,,,,-13.8,56.7,1.0,,,,,3810.0,,,,,,,,Silvera et al (2005),,,,,,,Brassavola nodosa,,,,,
8,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Brassia,arcuigera,,,5.3,0.3,27.2,1.9,32.9,1.5,,,,,86.0,3.0,,,,,,,,,-25.2,5.7,1.0,,,,,470.0,,,,,,,,Silvera et al (2005),,,,,,,Brassia arcuigera,,,,,
9,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Brassia,caudata,,,5.5,0.3,5.5,0.4,27.6,1.3,,,,,133.0,5.0,,,,,,,,,-27.0,22.1,1.0,,,,,450.0,,,,,,,,Silvera et al (2005),,,,,,,Brassia caudata,,,,,
10,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Brassia,verrucosa,gireoudiana,,6.5,0.3,9.6,0.8,20.3,0.7,,,,,157.0,15.0,,,,,,,,,-21.3,10.7,1.0,,,,,480.0,,,,,,,,Silvera et al (2005),,,,,,,Brassia verrucosa,,,,,
11,Orchidaceae,,,,Brenesia,johnsonii,,,8.4,0.2,5.0,0.9,5.5,0.4,,,,,80.0,2.0,,,,,,,,,-26.4,0.5,0.0,,,,,1230.0,,,,,,,,Silvera et al (2005),,,,,,,Brenesia johnsonii,,,,,
12,Orchidaceae,,,,Brenesia,lappiformis,,,8.8,0.8,6.8,0.7,9.1,1.1,,,,,77.0,2.0,,,,,,,,,-27.0,2.4,1.0,,,,,1700.0,,,,,,,,Silvera et al (2005),,,,,,,Brenesia lappiformis,,,,,
13,Orchidaceae,Epidendroideae,Cymbidieae,Catasetinae,Catasetum,bicolor,,,5.9,0.2,8.7,1.3,11.2,2.0,,,,,321.0,43.0,,,,,,,,,-25.3,2.5,0.0,,,,,180.0,,,,,,,,Silvera et al (2005),,,,,,,Catasetum bicolor,,,,,
14,Orchidaceae,Epidendroideae,Cymbidieae,Catasetinae,Catasetum,maculatum,,,5.0,0.3,40.3,7.3,43.9,6.3,,,,,294.0,22.0,,,,,,,,,-26.8,3.6,0.0,,,,,240.0,,,,,,,,Silvera et al (2005),,,,,,,Catasetum maculatum,,,,,
15,Orchidaceae,Epidendroideae,Cymbidieae,Catasetinae,Catasetum,sp.,,,,,,,,,,,,,,,,,,,,,,,-24.4,,,,,,,260.0,,,,,,,,Silvera et al (2005),,,,,,,Catasetum sp.,,,,,
16,Orchidaceae,Epidendroideae,Cymbidieae,Catasetinae,Catasetum,viridiflavum,,,6.0,0.2,30.8,4.1,30.5,3.0,,,,,299.0,20.0,,,,,,,,,-23.8,-0.3,0.0,,,,,220.0,,,,,,,,Silvera et al (2005),,,,,,,Catasetum viridiflavum,,,,,
17,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Cattleya,dowiana,,,9.9,0.2,16.9,1.2,123.3,10.6,,,,,55.0,1.0,,,,,,,,,-16.2,106.4,1.0,,,,,2150.0,,,,,,,,Silvera et al (2005),,,,,,,Cattleya dowiana,,,,,
18,Orchidaceae,,,,Chelyorchis,ampliatum,,,7.6,0.1,5.5,1.3,153.5,3.6,,,,,74.0,3.0,,,,,,,,,-15.3,148.0,1.0,,,,,1590.0,,,,,,,,Silvera et al (2005),,,,,,,Chelyorchis ampliatum,,,,,
19,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Cischweinfia,dasyandra,,,6.1,0.8,19.7,5.0,22.9,2.8,,,,,203.0,29.0,,,,,,,,,-30.3,3.2,0.0,,,,,430.0,,,,,,,,Silvera et al (2005),,,,,,,Cischweinfia dasyandra,,,,,
20,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Cischweinfia,pusilla,,,7.1,0.1,29.8,1.2,36.6,3.2,,,,,158.0,9.0,,,,,,,,,-27.3,6.8,1.0,,,,,470.0,,,,,,,,Silvera et al (2005),,,,,,,Cischweinfia pusilla,,,,,
21,Orchidaceae,Epidendroideae,Cymbidieae,Catasetinae,Clowesia,warscewiczii,,,5.8,0.4,8.8,2.5,9.6,0.4,,,,,278.0,16.0,,,,,,,,,-24.8,0.8,0.0,,,,,290.0,,,,,,,,Silvera et al (2005),,,,,,,Clowesia warscewiczii,,,,,
22,Orchidaceae,Epidendroideae,Cymbidieae,Zygopetalinae,Cochleanthes,aromatica,,,5.9,0.6,37.4,2.7,37.2,0.9,,,,,172.0,19.0,,,,,,,,,-24.3,-0.2,0.0,,,,,490.0,,,,,,,,Silvera et al (2005),,,,,,,Cochleanthes aromatica,,,,,
23,Orchidaceae,Epidendroideae,Cymbidieae,Coeliopsidinae,Coeliopsis,hyacinthosma,,,3.7,0.3,64.3,10.0,79.3,13.2,,,,,186.0,23.0,,,,,,,,,-28.2,15.0,0.0,,,,,190.0,,,,,,,,Silvera et al (2005),,,,,,,Coeliopsis hyacinthosma,,,,,
24,Orchidaceae,Epidendroideae,Cymbidieae,Stanhopeinae,Coryanthes,hunteriana,,,5.8,0.2,4.4,0.4,6.1,0.3,,,,,224.0,7.0,,,,,,,,,-26.3,1.7,1.0,,,,,250.0,,,,,,,,Silvera et al (2005),,,,,,,Coryanthes hunteriana,,,,,
25,Orchidaceae,Epidendroideae,Cymbidieae,Stanhopeinae,Coryanthes,sp.,,,,,,,,,,,,,,,,,,,,,,,-24.2,,,,,,,260.0,,,,,,,,Silvera et al (2005),,,,,,,Coryanthes sp.,,,,,
26,Orchidaceae,Epidendroideae,Cymbidieae,Catasetinae,Cycnoches,aureum,,,5.4,0.2,34.9,4.4,35.1,2.8,,,,,266.0,22.0,,,,,,,,,-24.6,0.2,0.0,,,,,470.0,,,,,,,,Silvera et al (2005),,,,,,,Cycnoches aureum,,,,,
27,Orchidaceae,Epidendroideae,Cymbidieae,Catasetinae,Cycnoches,guttulatum,,,,,,,,,,,,,,,,,,,,,,,-24.1,,,,,,,190.0,,,,,,,,Silvera et al (2005),,,,,,,Cycnoches guttulatum,,,,,
28,Orchidaceae,Epidendroideae,Cymbidieae,Catasetinae,Cycnoches,warscewiczii,,,4.8,0.2,40.9,1.9,41.4,9.1,,,,,277.0,21.0,,,,,,,,,-28.2,0.6,0.0,,,,,310.0,,,,,,,,Silvera et al (2005),,,,,,,Cycnoches warscewiczii,,,,,
29,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Cyrtochiloides,ochmatochila,,,5.9,1.9,14.8,2.8,15.2,2.1,,,,,131.0,28.0,,,,,,,,,-26.7,0.4,0.0,,,,,620.0,,,,,,,,Silvera et al (2005),,,,,,,Cyrtochiloides ochmatochila,,,,,
30,Orchidaceae,Epidendroideae,Cymbidieae,Zygopetalinae,Dichaea,dammeriana,,,5.5,0.5,60.4,15.9,69.1,7.8,,,,,294.0,37.0,,,,,,,,,-30.6,8.7,0.0,,,,,230.0,,,,,,,,Silvera et al (2005),,,,,,,Dichaea dammeriana,,,,,
31,Orchidaceae,Epidendroideae,Cymbidieae,Zygopetalinae,Dichaea,fragrantissima,,,6.2,0.4,25.0,2.4,25.4,1.9,,,,,224.0,12.0,,,,,,,,,-25.8,0.4,0.0,,,,,290.0,,,,,,,,Silvera et al (2005),,,,,,,Dichaea fragrantissima,,,,,
32,Orchidaceae,Epidendroideae,Cymbidieae,Zygopetalinae,Dichaea,sp.,,,,,,,,,,,,,,,,,,,,,,,-28.8,,,,,,,290.0,,,,,,,,Silvera et al (2005),,,,,,,Dichaea sp.,,,,,
33,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Dimerandra,emarginata,,,5.3,0.5,11.4,1.5,26.1,6.8,,,,,168.0,21.0,,,,,,,,,-26.3,14.7,1.0,,,,,390.0,,,,,,,,Silvera et al (2005),,,,,,,Dimerandra emarginata,,,,,
34,Orchidaceae,,,,Draconia,tuerckheimii,,,9.6,1.7,20.7,1.9,19.1,0.6,,,,,114.0,12.0,,,,,,,,,-27.4,-1.6,0.0,,,,,540.0,,,,,,,,Silvera et al (2005),,,,,,,Draconia tuerckheimii,,,,,
35,Orchidaceae,Epidendroideae,Cymbidieae,Catasetinae,Dressleria,sp.,,,,,,,,,,,,,,,,,,,,,,,-24.8,,,,,,,360.0,,,,,,,,Silvera et al (2005),,,,,,,Dressleria sp.,,,,,
36,Orchidaceae,,,,Empusella,endotrachys,,,8.6,0.5,18.1,2.2,20.5,1.9,,,,,93.0,5.0,,,,,,,,,-28.1,2.4,0.0,,,,,1250.0,,,,,,,,Silvera et al (2005),,,,,,,Empusella endotrachys,,,,,
37,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Encyclia,amanda,,,5.2,0.1,24.8,2.7,152.4,10.1,,,,,61.0,7.0,,,,,,,,,-14.9,127.6,1.0,,,,,1150.0,,,,,,,,Silvera et al (2005),,,,,,,Encyclia amanda,,,,,
38,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Encyclia,cordigera,,,8.1,0.7,22.3,0.3,219.2,3.3,,,,,55.0,4.0,,,,,,,,,-16.7,196.9,1.0,,,,,1420.0,,,,,,,,Silvera et al (2005),,,,,,,Encyclia cordigera,,,,,
39,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Encyclia,mooreana,,,5.5,0.5,20.3,7.5,50.1,17.0,,,,,44.0,4.0,,,,,,,,,-16.2,29.8,1.0,,,,,670.0,,,,,,,,Silvera et al (2005),,,,,,,Encyclia mooreana,,,,,
40,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Encyclia,ramonensis,,,4.9,0.3,15.9,2.3,48.6,9.7,,,,,51.0,4.0,,,,,,,,,-19.0,32.7,1.0,,,,,770.0,,,,,,,,Silvera et al (2005),,,,,,,Encyclia ramonensis,,,,,
41,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Encyclia,stellata,,,5.2,0.1,31.2,1.6,115.0,7.0,,,,,59.0,3.0,,,,,,,,,-18.0,83.8,1.0,,,,,900.0,,,,,,,,Silvera et al (2005),,,,,,,Encyclia stellata,,,,,
42,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Epidendrum,bilobatum,,,7.0,0.3,27.1,1.1,30.7,3.4,,,,,229.0,15.0,,,,,,,,,-27.3,3.6,0.0,,,,,350.0,,,,,,,,Silvera et al (2005),,,,,,,Epidendrum bilobatum,,,,,
43,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Epidendrum,ciliare,,,8.6,0.2,23.3,2.5,129.6,12.0,,,,,54.0,3.0,,,,,,,,,-18.9,106.3,1.0,,,,,450.0,,,,,,,,Silvera et al (2005),,,,,,,Epidendrum ciliare,,,,,
44,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Epidendrum,coronatum,,,10.3,0.2,10.6,0.3,166.2,6.5,,,,,58.0,1.0,,,,,,,,,-20.4,155.5,1.0,,,,,1970.0,,,,,,,,Silvera et al (2005),,,,,,,Epidendrum coronatum,,,,,
45,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Epidendrum,dentilobum,,,,,,,,,,,,,,,,,,,,,,,-21.2,,,,,,,500.0,,,,,,,,Silvera et al (2005),,,,,,,Epidendrum dentilobum,,,,,
46,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Epidendrum,difforme,,,17.9,0.9,12.3,3.7,46.7,6.7,,,,,81.0,2.0,,,,,,,,,-14.4,34.4,1.0,,,,,1240.0,,,,,,,,Silvera et al (2005),,,,,,,Epidendrum difforme,,,,,
47,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Epidendrum,flexicaule,,,8.8,1.0,13.2,1.1,79.2,2.7,,,,,113.0,7.0,,,,,,,,,-17.0,66.0,1.0,,,,,470.0,,,,,,,,Silvera et al (2005),,,,,,,Epidendrum flexicaule,,,,,
48,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Epidendrum,isthmi,,,8.8,0.3,14.6,0.7,62.7,0.8,,,,,164.0,17.0,,,,,,,,,-28.2,48.1,1.0,,,,,480.0,,,,,,,,Silvera et al (2005),,,,,,,Epidendrum isthmi,,,,,
49,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Epidendrum,lockhartioides,,,9.7,2.6,41.8,5.4,88.2,18.1,,,,,62.0,16.0,,,,,,,,,-15.7,46.4,1.0,,,,,2470.0,,,,,,,,Silvera et al (2005),,,,,,,Epidendrum lockhartioides,,,,,
50,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Epidendrum,nocturnum,,,9.4,0.6,18.1,3.6,93.4,5.2,,,,,149.0,48.0,,,,,,,,,-21.7,75.3,1.0,,,,,730.0,,,,,,,,Silvera et al (2005),,,,,,,Epidendrum nocturnum,,,,,
51,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Epidendrum,oerstedii,,,8.5,0.5,13.7,0.5,134.2,18.5,,,,,52.0,3.0,,,,,,,,,-18.1,120.5,1.0,,,,,1970.0,,,,,,,,Silvera et al (2005),,,,,,,Epidendrum oerstedii,,,,,
52,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Epidendrum,porpax,,,13.4,4.0,29.8,8.3,83.1,7.3,,,,,103.0,36.0,,,,,,,,,-20.3,53.3,1.0,,,,,2200.0,,,,,,,,Silvera et al (2005),,,,,,,Epidendrum porpax,,,,,
53,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Epidendrum,pseudepidendrum,,,5.6,0.3,19.0,3.3,40.2,7.4,,,,,204.0,26.0,,,,,,,,,-26.9,21.2,1.0,,,,,320.0,,,,,,,,Silvera et al (2005),,,,,,,Epidendrum pseudepidendrum,,,,,
54,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Epidendrum,radicans,,,9.7,0.2,12.4,0.9,238.9,6.4,,,,,90.0,2.0,,,,,,,,,-16.2,226.5,1.0,,,,,1570.0,,,,,,,,Silvera et al (2005),,,,,,,Epidendrum radicans,,,,,
55,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Epidendrum,rousseauae,,,15.0,1.2,13.1,0.1,57.1,1.4,,,,,133.0,6.0,,,,,,,,,-20.4,44.0,1.0,,,,,1520.0,,,,,,,,Silvera et al (2005),,,,,,,Epidendrum rousseauae,,,,,
56,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Epidendrum,schlechterianum,,,12.6,0.6,30.3,7.3,102.1,16.0,,,,,85.0,14.0,,,,,,,,,-15.0,71.8,1.0,,,,,2340.0,,,,,,,,Silvera et al (2005),,,,,,,Epidendrum schlechterianum,,,,,
57,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Epidendrum,stamfordianum,,,9.7,0.2,15.7,2.1,86.7,15.8,,,,,84.0,4.0,,,,,,,,,-17.4,71.0,1.0,,,,,1550.0,,,,,,,,Silvera et al (2005),,,,,,,Epidendrum stamfordianum,,,,,
58,Orchidaceae,Epidendroideae,Cymbidieae,Eriopsidinae,Eriopsis,rutidobulbon,,,4.9,0.8,22.9,0.7,32.3,0.4,,,,,88.0,29.0,,,,,,,,,-24.8,9.4,1.0,,,,,610.0,,,,,,,,Silvera et al (2005),,,,,,,Eriopsis rutidobulbon,,,,,
59,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Erycina,crista-galli,,,,,,,,,,,,,,,,,,,,,,,-24.1,,,,,,,150.0,,,,,,,,Silvera et al (2005),,,,,,,Erycina crista-galli,,,,,
60,Orchidaceae,,,,Galeandra,batemanii,,,4.9,0.1,30.4,4.6,31.5,8.5,,,,,265.0,37.0,,,,,,,,,-27.5,1.0,0.0,,,,,600.0,,,,,,,,Silvera et al (2005),,,,,,,Galeandra batemanii,,,,,
61,Orchidaceae,Epidendroideae,Cymbidieae,Zygopetalinae,Galeottia,grandiflora,,,7.5,0.5,41.6,1.9,44.5,2.5,,,,,187.0,24.0,,,,,,,,,-25.2,2.9,0.0,,,,,650.0,,,,,,,,Silvera et al (2005),,,,,,,Galeottia grandiflora,,,,,
62,Orchidaceae,Epidendroideae,Cymbidieae,Stanhopeinae,Gongora,armeniaca,,,4.5,0.2,22.0,2.7,24.2,1.5,,,,,144.0,10.0,,,,,,,,,-29.0,2.3,0.0,,,,,250.0,,,,,,,,Silvera et al (2005),,,,,,,Gongora armeniaca,,,,,
63,Orchidaceae,Epidendroideae,Cymbidieae,Stanhopeinae,Gongora,atropurpurea,,,6.8,0.8,13.3,0.0,13.6,0.2,,,,,236.0,24.0,,,,,,,,,-28.0,0.3,0.0,,,,,300.0,,,,,,,,Silvera et al (2005),,,,,,,Gongora atropurpurea,,,,,
64,Orchidaceae,Epidendroideae,Cymbidieae,Stanhopeinae,Gongora,claviodora,,,8.1,0.5,4.6,1.2,4.8,0.2,,,,,407.0,62.0,,,,,,,,,-29.8,0.2,0.0,,,,,230.0,,,,,,,,Silvera et al (2005),,,,,,,Gongora claviodora,,,,,
65,Orchidaceae,Epidendroideae,Cymbidieae,Stanhopeinae,Gongora,claviodora,,,,,,,,,,,,,,,,,,,,,,,-29.8,,,,,,,,,,,,,,,Silvera et al (2010),,,,,,,Gongora claviodora,,,,,
66,Orchidaceae,Epidendroideae,Cymbidieae,Stanhopeinae,Gongora,powellii,,,11.1,0.7,9.1,1.6,7.5,0.7,,,,,432.0,26.0,,,,,,,,,-27.5,-1.6,0.0,,,,,250.0,,,,,,,,Silvera et al (2005),,,,,,,Gongora powellii,,,,,
67,Orchidaceae,Epidendroideae,Cymbidieae,Stanhopeinae,Gongora,tricolor,,,8.6,0.5,18.9,2.5,19.5,2.0,,,,,322.0,26.0,,,,,,,,,-27.0,0.6,0.0,,,,,380.0,,,,,,,,Silvera et al (2005),,,,,,,Gongora tricolor,,,,,
68,Orchidaceae,Epidendroideae,Cymbidieae,Stanhopeinae,Gongora,unicolor,,,,,,,,,,,,,,,,,,,,,,,-26.4,,,,,,,300.0,,,,,,,,Silvera et al (2005),,,,,,,Gongora unicolor,,,,,
69,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Guarianthe,patinii,,,8.2,1.2,17.2,5.1,126.8,13.3,,,,,38.0,1.0,,,,,,,,,-16.1,109.6,1.0,,,,,2450.0,,,,,,,,Silvera et al (2005),,,,,,,Guarianthe patinii,,,,,
70,Orchidaceae,Epidendroideae,Cymbidieae,Maxillariinae,Heterotaxis,sessilis,,,12.3,0.9,11.3,1.0,71.2,3.4,,,,,60.0,4.0,,,,,,,,,-13.4,59.9,1.0,,,,,1740.0,,,,,,,,Silvera et al (2005),,,,,,,Heterotaxis sessilis,,,,,
71,Orchidaceae,Epidendroideae,Cymbidieae,Maxillariinae,Heterotaxis,valenzuelana,,,8.3,0.5,21.4,2.4,21.8,1.3,,,,,42.0,5.0,,,,,,,,,-28.4,0.4,0.0,,,,,2650.0,,,,,,,,Silvera et al (2005),,,,,,,Heterotaxis valenzuelana,,,,,
72,Orchidaceae,Epidendroideae,Cymbidieae,Zygopetalinae,Huntleya,burtii,,,5.3,0.3,10.2,1.1,9.1,0.6,,,,,139.0,13.0,,,,,,,,,-27.6,-1.1,0.0,,,,,300.0,,,,,,,,Silvera et al (2005),,,,,,,Huntleya burtii,,,,,
73,Orchidaceae,Epidendroideae,Cymbidieae,Zygopetalinae,Huntleya,fasciata,,,,,,,,,,,,,,,,,,,,,,,-27.1,,,,,,,660.0,,,,,,,,Silvera et al (2005),,,,,,,Huntleya fasciata,,,,,
74,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Ionopsis,utricularioides,,,10.5,0.7,8.7,0.7,284.4,9.4,,,,,77.0,7.0,,,,,,,,,-12.7,275.7,1.0,,,,,1630.0,,,,,,,,Silvera et al (2005),,,,,,,Ionopsis utricularioides,,,,,
75,Orchidaceae,Epidendroideae,Cymbidieae,Stanhopeinae,Kegeliella,atropilosa,,,,,,,,,,,,,,,,,,,,,,,-27.4,,,,,,,190.0,,,,,,,,Silvera et al (2005),,,,,,,Kegeliella atropilosa,,,,,
76,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Lockhartia,acuta,,,6.9,0.5,9.2,0.5,21.8,1.2,,,,,76.0,7.0,,,,,,,,,-20.3,12.6,1.0,,,,,1840.0,,,,,,,,Silvera et al (2005),,,,,,,Lockhartia acuta,,,,,
77,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Lockhartia,amoena,,,8.2,0.5,5.4,0.2,8.5,0.5,,,,,176.0,17.0,,,,,,,,,-26.5,3.1,1.0,,,,,650.0,,,,,,,,Silvera et al (2005),,,,,,,Lockhartia amoena,,,,,
78,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Lockhartia,hercodonta,,,5.7,0.2,6.9,1.1,19.3,5.1,,,,,174.0,21.0,,,,,,,,,-29.0,12.4,1.0,,,,,410.0,,,,,,,,Silvera et al (2005),,,,,,,Lockhartia hercodonta,,,,,
79,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Lockhartia,micrantha,,,7.1,0.3,4.3,1.0,17.9,0.6,,,,,191.0,29.0,,,,,,,,,-24.0,13.6,1.0,,,,,710.0,,,,,,,,Silvera et al (2005),,,,,,,Lockhartia micrantha,,,,,
80,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Lockhartia,pittieri,,,5.5,0.1,19.2,3.6,21.8,2.3,,,,,155.0,20.0,,,,,,,,,-28.3,2.6,0.0,,,,,430.0,,,,,,,,Silvera et al (2005),,,,,,,Lockhartia pittieri,,,,,
81,Orchidaceae,Epidendroideae,Cymbidieae,Maxillariinae,Lycaste,macrophylla,,,4.7,0.3,34.2,3.0,32.1,2.0,,,,,207.0,19.0,,,,,,,,,-27.6,-0.4,0.0,,,,,270.0,,,,,,,,Silvera et al (2005),,,,,,,Lycaste macrophylla,,,,,
82,Orchidaceae,Epidendroideae,Cymbidieae,Maxillariinae,Lycaste,powellii,,,,,,,,,,,,,,,,,,,,,,,-26.7,,,,,,,190.0,,,,,,,,Silvera et al (2005),,,,,,,Lycaste powellii,,,,,
83,Orchidaceae,Epidendroideae,Cymbidieae,Maxillariinae,Lycaste,tricolor,,,5.1,0.3,68.9,12.3,71.2,10.7,,,,,266.0,43.0,,,,,,,,,-27.2,2.3,0.0,,,,,180.0,,,,,,,,Silvera et al (2005),,,,,,,Lycaste tricolor,,,,,
84,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Macroclinium,sp.,,,9.2,0.7,25.2,4.1,104.6,30.7,,,,,91.0,22.0,,,,,,,,,-14.5,79.4,1.0,,,,,1000.0,,,,,,,,Silvera et al (2005),,,,,,,Macroclinium sp.,,,,,
85,Orchidaceae,Epidendroideae,Calypsoeae,Bletiinae,Masdevallia,lata,,,14.3,0.5,4.0,2.0,6.3,2.5,,,,,141.0,21.0,,,,,,,,,-28.2,2.3,0.0,,,,,1120.0,,,,,,,,Silvera et al (2005),,,,,,,Masdevallia lata,,,,,
86,Orchidaceae,Epidendroideae,Calypsoeae,Bletiinae,Masdevallia,tonduzii,,,10.7,0.5,18.2,3.0,18.9,3.2,,,,,88.0,6.0,,,,,,,,,-26.8,0.7,0.0,,,,,940.0,,,,,,,,Silvera et al (2005),,,,,,,Masdevallia tonduzii,,,,,
87,Orchidaceae,Epidendroideae,Calypsoeae,Bletiinae,Masdevallia,zahlbruckneri,,,,,,,,,,,,,,,,,,,,,,,-30.4,,,,,,,820.0,,,,,,,,Silvera et al (2005),,,,,,,Masdevallia zahlbruckneri,,,,,
88,Orchidaceae,Epidendroideae,Cymbidieae,Maxillariinae,Maxillaria,attenuata,,,,,,,,,,,,,,,,,,,,,,,-31.6,,,,,,,710.0,,,,,,,,Silvera et al (2005),,,,,,,Maxillaria attenuata,,,,,
89,Orchidaceae,Epidendroideae,Cymbidieae,Maxillariinae,Maxillaria,bicallosa,,,5.7,0.2,19.0,1.1,20.0,1.4,,,,,113.0,2.0,,,,,,,,,-29.6,1.0,0.0,,,,,520.0,,,,,,,,Silvera et al (2005),,,,,,,Maxillaria bicallosa,,,,,
90,Orchidaceae,Epidendroideae,Cymbidieae,Maxillariinae,Maxillaria,camaridii,,,3.7,0.2,45.5,2.7,45.0,10.0,,,,,131.0,8.0,,,,,,,,,-27.2,-0.5,0.0,,,,,290.0,,,,,,,,Silvera et al (2005),,,,,,,Maxillaria camaridii,,,,,
