,Family,Subfamily,Tribe,Subtribe,Genus,Species,Subspecies,BS_area_um2,FM_DM,FM_DM_sd,H+_ev_mumol_g-1_FW,H+_ev_mumol_g-1_FW_sd,H+_mo_mumol_g-1_FW,H+_mo_mumol_g-1_FW_sd,Habit,IAS,IAS_sd,Pathway,SLA_cm2_g-1,SLA_cm2_g-1_sd,air_channel_area_um2,air_channel_area_um2_sd,chlorenchyma_diameter_um,chlorenchyma_diameter_um_sd,chlorenchyma_hydrenchyma_ratio,chlorenchyma_hydrenchyma_ratio_sd,chlorenchyma_vertical_thickness_um,chlorenchyma_vertical_thickness_um_sd,dC13,dH+,dH+_significance,distance_between_BS_um,hydrenchyma_vertical_thickness_um,hydrenchyma_vertical_thickness_um_sd,leaf_thickness_mm_sd,leaf_thickness_um,leaf_thickness_um_sd,mesophyll_abaxial_area_um2,mesophyll_abaxial_length_um,mesophyll_adaxial_area_um2,mesophyll_adaxial_length_um,mesophyll_cell_area_um2,plant_part,Source,Tissue,transpiration_ratio,avg_elevation_m,LCCDM,SLAFM,tissue,long_name,pct_night_C02,H+_ev_mumol_g-1_DW,H+_ev_mumol_g-1_DW_sd,H+_mo_mumol_g-1_DW,H+_mo_mumol_g-1_DW_sd
2195,Bromeliaceae,Pitcairnioideae,,,Puya,alpestris,alpestris,,,,,,,,,,,,,,,,,,,,,,-25.7,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,,,,,Puya alpestris,,,,,
2196,Bromeliaceae,Pitcairnioideae,,,Puya,alpicola,,,,,,,,,,,,,,,,,,,,,,,-22.4,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3900.0,,,,Puya alpicola,,,,,
2197,Bromeliaceae,Pitcairnioideae,,,Puya,angelensis,,,,,,,,,,,,,,,,,,,,,,,-22.4,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3003.0,,,,Puya angelensis,,,,,
2198,Bromeliaceae,Pitcairnioideae,,,Puya,angulonis,,,,,,,,,,,,,,,,,,,,,,,-22.1,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,3650.0,,,,Puya angulonis,,,,,
2199,Bromeliaceae,Pitcairnioideae,,,Puya,angusta,,,,,,,,,,,,,,,,,,,,,,,-22.3,,,,,,,,,,,,,,,Crayn et al (2015),inflorescence axis,,3950.0,,,,Puya angusta,,,,,
2200,Bromeliaceae,Pitcairnioideae,,,Puya,angusta,,,,,,,,,,,,,,,,,,,,,,,-21.5,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,4200.0,,,,Puya angusta,,,,,
2201,Bromeliaceae,Pitcairnioideae,,,Puya,araneosa,,,,,,,,,,,,,,,,,,,,,,,-24.5,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,3400.0,,,,Puya araneosa,,,,,
2202,Bromeliaceae,Pitcairnioideae,,,Puya,argentea,,,,,,,,,,,,,,,,,,,,,,,-25.2,,,,,,,,,,,,,,,Crayn et al (2015),inflorescence axis,,3350.0,,,,Puya argentea,,,,,
2203,Bromeliaceae,Pitcairnioideae,,,Puya,aristeguietae,,,,,,,,,,,,,,,,,,,,,,,-23.7,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Puya aristeguietae,,,,,
2204,Bromeliaceae,Pitcairnioideae,,,Puya,assurgens,,,,,,,,,,,,,,,,,,,,,,,-24.8,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,2025.0,,,,Puya assurgens,,,,,
2205,Bromeliaceae,Pitcairnioideae,,,Puya,aff.,,,,,,,,,,,,,,,,,,,,,,,-26.3,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,2025.0,,,,Puya aff.,,,,,
2206,Bromeliaceae,Pitcairnioideae,,,Puya,aff.,,,,,,,,,,,,,,,,,,,,,,,-20.7,,,,,,,,,,,,,,,Crayn et al (2015),bract,,2900.0,,,,Puya aff.,,,,,
2207,Bromeliaceae,Pitcairnioideae,,,Puya,atra,,,,,,,,,,,,,,,,,,,,,,,-22.2,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,3900.0,,,,Puya atra,,,,,
2208,Bromeliaceae,Pitcairnioideae,,,Puya,atra,,,,,,,,,,,,,,,,,,,,,,,-27.1,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,2550.0,,,,Puya atra,,,,,
2209,Bromeliaceae,Pitcairnioideae,,,Puya,bermejana,,,,,,,,,,,,,,,,,,,,,,,-23.5,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,1000.0,,,,Puya bermejana,,,,,
2210,Bromeliaceae,Pitcairnioideae,,,Puya,berteroniana,zoellneri,,,,,,,,,,,,,,,,,,,,,,-17.6,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,700.0,,,,Puya berteroniana,,,,,
2211,Bromeliaceae,Pitcairnioideae,,,Puya,bicolor,,,,,,,,,,,,,,,,,,,,,,,-25.3,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,2621.0,,,,Puya bicolor,,,,,
2212,Bromeliaceae,Pitcairnioideae,,,Puya,boliviensis,,,,,,,,,,,,,,,,,,,,,,,-21.3,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Puya boliviensis,,,,,
2213,Bromeliaceae,Pitcairnioideae,,,Puya,brachystachya,,,,,,,,,,,,,,,,,,,,,,,-24.7,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,2896.0,,,,Puya brachystachya,,,,,
2214,Bromeliaceae,Pitcairnioideae,,,Puya,brackeana,,,,,,,,,,,,,,,,,,,,,,,-24.6,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3359.0,,,,Puya brackeana,,,,,
2215,Bromeliaceae,Pitcairnioideae,,,Puya,bravoi,,,,,,,,,,,,,,,,,,,,,,,-23.2,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3200.0,,,,Puya bravoi,,,,,
2216,Bromeliaceae,Pitcairnioideae,,,Puya,brittoniana,,,,,,,,,,,,,,,,,,,,,,,-22.6,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,3800.0,,,,Puya brittoniana,,,,,
2217,Bromeliaceae,Pitcairnioideae,,,Puya,cajasensis,,,,,,,,,,,,,,,,,,,,,,,-24.5,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3400.0,,,,Puya cajasensis,,,,,
2218,Bromeliaceae,Pitcairnioideae,,,Puya,cardenasii,,,,,,,,,,,,,,,,,,,,,,,-21.1,,,,,,,,,,,,,,,Crayn et al (2015),bract,,4333.0,,,,Puya cardenasii,,,,,
2219,Bromeliaceae,Pitcairnioideae,,,Puya,cardonae,,,,,,,,,,,,,,,,,,,,,,,-22.4,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,3000.0,,,,Puya cardonae,,,,,
2220,Bromeliaceae,Pitcairnioideae,,,Puya,castellanosii,,,,,,,,,,,,,,,,,,,,,,,-17.3,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,2850.0,,,,Puya castellanosii,,,,,
2221,Bromeliaceae,Pitcairnioideae,,,Puya,cerrateana,,,,,,,,,,,,,,,,,,,,,,,-14.1,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,2100.0,,,,Puya cerrateana,,,,,
2222,Bromeliaceae,Pitcairnioideae,,,Puya,chilensis,,,,,,,,,,,,,,,,,,,,,,,-18.6,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,75.0,,,,Puya chilensis,,,,,
2223,Bromeliaceae,Pitcairnioideae,,,Puya,chilensis,,,,,,,,,,,,,,,,,,,,,,,-16.3,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,100.0,,,,Puya chilensis,,,,,
2224,Bromeliaceae,Pitcairnioideae,,,Puya,chilensis,,,,,,,,,,,,,,,,,,,,,,,-22.1,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,150.0,,,,Puya chilensis,,,,,
2225,Bromeliaceae,Pitcairnioideae,,,Puya,clava-herculis,,,,,,,,,,,,,,,,,,,,,,,-23.1,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3890.0,,,,Puya clava-herculis,,,,,
2226,Bromeliaceae,Pitcairnioideae,,,Puya,coerulea,intermedia,,,,,,,,,,,,,,,,,,,,,,-20.3,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,700.0,,,,Puya coerulea,,,,,
2227,Bromeliaceae,Pitcairnioideae,,,Puya,coerulea,violacea,,,,,,,,,,,,,,,,,,,,,,-23.3,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,,,,,Puya coerulea,,,,,
2228,Bromeliaceae,Pitcairnioideae,,,Puya,compacta,,,,,,,,,,,,,,,,,,,,,,,-25.3,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,3780.0,,,,Puya compacta,,,,,
2229,Bromeliaceae,Pitcairnioideae,,,Puya,coriacea,,,,,,,,,,,,,,,,,,,,,,,-21.2,,,,,,,,,,,,,,,Crayn et al (2015),bract,,3640.0,,,,Puya coriacea,,,,,
2230,Bromeliaceae,Pitcairnioideae,,,Puya,coriacea,,,,,,,,,,,,,,,,,,,,,,,-24.2,,,,,,,,,,,,,,,Crayn et al (2015),bract,,3700.0,,,,Puya coriacea,,,,,
2231,Bromeliaceae,Pitcairnioideae,,,Puya,cristata,,,,,,,,,,,,,,,,,,,,,,,-14.1,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,2650.0,,,,Puya cristata,,,,,
2232,Bromeliaceae,Pitcairnioideae,,,Puya,ctenorhyncha,,,,,,,,,,,,,,,,,,,,,,,-13.6,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,2650.0,,,,Puya ctenorhyncha,,,,,
2233,Bromeliaceae,Pitcairnioideae,,,Puya,cuatrecasasii,,,,,,,,,,,,,,,,,,,,,,,-21.9,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3700.0,,,,Puya cuatrecasasii,,,,,
2234,Bromeliaceae,Pitcairnioideae,,,Puya,cuevae,,,,,,,,,,,,,,,,,,,,,,,-25.2,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3200.0,,,,Puya cuevae,,,,,
2235,Bromeliaceae,Pitcairnioideae,,,Puya,cylindrica,,,,,,,,,,,,,,,,,,,,,,,-14.7,,,,,,,,,,,,,,,Crayn et al (2015),bract,,3100.0,,,,Puya cylindrica,,,,,
2236,Bromeliaceae,Pitcairnioideae,,,Puya,dasylirioides,,,,,,,,,,,,,,,,,,,,,,,-25.3,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,2500.0,,,,Puya dasylirioides,,,,,
2237,Bromeliaceae,Pitcairnioideae,,,Puya,densiflora,,,,,,,,,,,,,,,,,,,,,,,-17.6,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,2380.0,,,,Puya densiflora,,,,,
2238,Bromeliaceae,Pitcairnioideae,,,Puya,depauperata,,,,,,,,,,,,,,,,,,,,,,,-24.8,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,2400.0,,,,Puya depauperata,,,,,
2239,Bromeliaceae,Pitcairnioideae,,,Puya,dodsonii,,,,,,,,,,,,,,,,,,,,,,,-25.7,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,2500.0,,,,Puya dodsonii,,,,,
2240,Bromeliaceae,Pitcairnioideae,,,Puya,dyckioides,,,,,,,,,,,,,,,,,,,,,,,-21.8,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Puya dyckioides,,,,,
2241,Bromeliaceae,Pitcairnioideae,,,Puya,dyckioides,,,,,,,,,,,,,,,,,,,,,,,-22.5,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3750.0,,,,Puya dyckioides,,,,,
2242,Bromeliaceae,Pitcairnioideae,,,Puya,eryngioides,,,,,,,,,,,,,,,,,,,,,,,-25.4,,,,,,,,,,,,,,,Crayn et al (2015),leaf tip,,3025.0,,,,Puya eryngioides,,,,,
2243,Bromeliaceae,Pitcairnioideae,,,Puya,exigua,,,,,,,,,,,,,,,,,,,,,,,-23.2,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3400.0,,,,Puya exigua,,,,,
2244,Bromeliaceae,Pitcairnioideae,,,Puya,ferreyrae,,,,,,,,,,,,,,,,,,,,,,,-13.9,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,2290.0,,,,Puya ferreyrae,,,,,
2245,Bromeliaceae,Pitcairnioideae,,,Puya,ferruginea,,,,,,,,,,,,,,,,,,,,,,,-23.2,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,2800.0,,,,Puya ferruginea,,,,,
2246,Bromeliaceae,Pitcairnioideae,,,Puya,ferruginea,,,,,,,,,,,,,,,,,,,,,,,-20.8,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,,,,,Puya ferruginea,,,,,
2247,Bromeliaceae,Pitcairnioideae,,,Puya,ferruginea,,,,,,,,,,,,,,,,,,,,,,,-20.6,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,2950.0,,,,Puya ferruginea,,,,,
2248,Bromeliaceae,Pitcairnioideae,,,Puya,ferruginea,,,,,,,,,,,,,,,,,,,,,,,-19.1,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,,,,,Puya ferruginea,,,,,
2249,Bromeliaceae,Pitcairnioideae,,,Puya,ferruginea,,,,,,,,,,,,,,,,,,,,,,,-22.8,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,2900.0,,,,Puya ferruginea,,,,,
2250,Bromeliaceae,Pitcairnioideae,,,Puya,fiebrigii,,,,,,,,,,,,,,,,,,,,,,,-24.4,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,1550.0,,,,Puya fiebrigii,,,,,
2251,Bromeliaceae,Pitcairnioideae,,,Puya,floccosa,,,,,,,,,,,,,,,,,,,,,,,-28.0,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,,,,,Puya floccosa,,,,,
2252,Bromeliaceae,Pitcairnioideae,,,Puya,floccosa,floccosa,,,,,,,,,,,,,,,,,,,,,,-27.7,,,,,,,,,,,,,,,Crayn et al (2015),bract,,600.0,,,,Puya floccosa,,,,,
2253,Bromeliaceae,Pitcairnioideae,,,Puya,fosteriana,,,,,,,,,,,,,,,,,,,,,,,-22.0,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,4450.0,,,,Puya fosteriana,,,,,
2254,Bromeliaceae,Pitcairnioideae,,,Puya,furfuracea,,,,,,,,,,,,,,,,,,,,,,,-24.0,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,2500.0,,,,Puya furfuracea,,,,,
2255,Bromeliaceae,Pitcairnioideae,,,Puya,gargantae,,,,,,,,,,,,,,,,,,,,,,,-24.8,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,3000.0,,,,Puya gargantae,,,,,
2256,Bromeliaceae,Pitcairnioideae,,,Puya,gigas,,,,,,,,,,,,,,,,,,,,,,,-23.8,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3333.0,,,,Puya gigas,,,,,
2257,Bromeliaceae,Pitcairnioideae,,,Puya,glabrescens,,,,,,,,,,,,,,,,,,,,,,,-24.5,,,,,,,,,,,,,,,Crayn et al (2015),leaf tip,,3120.0,,,,Puya glabrescens,,,,,
2258,Bromeliaceae,Pitcairnioideae,,,Puya,glandulosa,,,,,,,,,,,,,,,,,,,,,,,-19.8,,,,,,,,,,,,,,,Crayn et al (2015),bract,,2290.0,,,,Puya glandulosa,,,,,
2259,Bromeliaceae,Pitcairnioideae,,,Puya,glaucovirens,,,,,,,,,,,,,,,,,,,,,,,-23.9,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,2300.0,,,,Puya glaucovirens,,,,,
2260,Bromeliaceae,Pitcairnioideae,,,Puya,glomerifera,,,,,,,,,,,,,,,,,,,,,,,-25.9,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3050.0,,,,Puya glomerifera,,,,,
2261,Bromeliaceae,Pitcairnioideae,,,Puya,goudotiana,,,,,,,,,,,,,,,,,,,,,,,-23.6,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,3440.0,,,,Puya goudotiana,,,,,
2262,Bromeliaceae,Pitcairnioideae,,,Puya,gracilis,,,,,,,,,,,,,,,,,,,,,,,-18.7,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,1600.0,,,,Puya gracilis,,,,,
2263,Bromeliaceae,Pitcairnioideae,,,Puya,grafii,,,,,,,,,,,,,,,,,,,,,,,-31.9,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,200.0,,,,Puya grafii,,,,,
2264,Bromeliaceae,Pitcairnioideae,,,Puya,grandidens,,,,,,,,,,,,,,,,,,,,,,,-21.6,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3000.0,,,,Puya grandidens,,,,,
2265,Bromeliaceae,Pitcairnioideae,,,Puya,hamata,,,,,,,,,,,,,,,,,,,,,,,-25.6,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3300.0,,,,Puya hamata,,,,,
2266,Bromeliaceae,Pitcairnioideae,,,Puya,harmsii,,,,,,,,,,,,,,,,,,,,,,,-18.0,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Puya harmsii,,,,,
2267,Bromeliaceae,Pitcairnioideae,,,Puya,herrerae,,,,,,,,,,,,,,,,,,,,,,,-20.3,,,,,,,,,,,,,,,Crayn et al (2015),inflorescence axis,,,,,,Puya herrerae,,,,,
2268,Bromeliaceae,Pitcairnioideae,,,Puya,herzogii,,,,,,,,,,,,,,,,,,,,,,,-24.7,,,,,,,,,,,,,,,Crayn et al (2015),bract,,3650.0,,,,Puya herzogii,,,,,
2269,Bromeliaceae,Pitcairnioideae,,,Puya,hortensis,,,,,,,,,,,,,,,,,,,,,,,-17.0,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Puya hortensis,,,,,
2270,Bromeliaceae,Pitcairnioideae,,,Puya,humilis,,,,,,,,,,,,,,,,,,,,,,,-19.6,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,,,,,Puya humilis,,,,,
2271,Bromeliaceae,Pitcairnioideae,,,Puya,humilis,,,,,,,,,,,,,,,,,,,,,,,-20.5,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,3400.0,,,,Puya humilis,,,,,
2272,Bromeliaceae,Pitcairnioideae,,,Puya,isabellina,,,,,,,,,,,,,,,,,,,,,,,-13.4,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,1400.0,,,,Puya isabellina,,,,,
2273,Bromeliaceae,Pitcairnioideae,,,Puya,killipii,,,,,,,,,,,,,,,,,,,,,,,-22.7,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,3100.0,,,,Puya killipii,,,,,
2274,Bromeliaceae,Pitcairnioideae,,,Puya,kuntzeana,,,,,,,,,,,,,,,,,,,,,,,-27.3,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,600.0,,,,Puya kuntzeana,,,,,
2275,Bromeliaceae,Pitcairnioideae,,,Puya,lanata,,,,,,,,,,,,,,,,,,,,,,,-12.4,,,,,,,,,,,,,,,Crayn et al (2015),bract,,2400.0,,,,Puya lanata,,,,,
2276,Bromeliaceae,Pitcairnioideae,,,Puya,lasiopoda,,,,,,,,,,,,,,,,,,,,,,,-23.8,,,,,,,,,,,,,,,Crayn et al (2015),inflorescence axis,,2300.0,,,,Puya lasiopoda,,,,,
2277,Bromeliaceae,Pitcairnioideae,,,Puya,lasiopoda,,,,,,,,,,,,,,,,,,,,,,,-25.1,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,1850.0,,,,Puya lasiopoda,,,,,
2278,Bromeliaceae,Pitcairnioideae,,,Puya,laxa,,,,,,,,,,,,,,,,,,,,,,,-15.4,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,,,,,Puya laxa,,,,,
2279,Bromeliaceae,Pitcairnioideae,,,Puya,laxa,,,,,,,,,,,,,,,,,,,,,,,-14.1,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Puya laxa,,,,,
2280,Bromeliaceae,Pitcairnioideae,,,Puya,lehmanniana,,,,,,,,,,,,,,,,,,,,,,,-25.9,,,,,,,,,,,,,,,Crayn et al (2015),bract,,2622.5,,,,Puya lehmanniana,,,,,
2281,Bromeliaceae,Pitcairnioideae,,,Puya,lilloi,,,,,,,,,,,,,,,,,,,,,,,-26.3,,,,,,,,,,,,,,,Crayn et al (2015),bract,,1475.0,,,,Puya lilloi,,,,,
2282,Bromeliaceae,Pitcairnioideae,,,Puya,lineata,,,,,,,,,,,,,,,,,,,,,,,-23.3,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,3490.0,,,,Puya lineata,,,,,
2283,Bromeliaceae,Pitcairnioideae,,,Puya,longistyla,,,,,,,,,,,,,,,,,,,,,,,-13.8,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,2950.0,,,,Puya longistyla,,,,,
2284,Bromeliaceae,Pitcairnioideae,,,Puya,macbridei,,,,,,,,,,,,,,,,,,,,,,,-22.9,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3400.0,,,,Puya macbridei,,,,,
2285,Bromeliaceae,Pitcairnioideae,,,Puya,macropoda,,,,,,,,,,,,,,,,,,,,,,,-28.2,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,850.0,,,,Puya macropoda,,,,,
2286,Bromeliaceae,Pitcairnioideae,,,Puya,macrura,,,,,,,,,,,,,,,,,,,,,,,-16.1,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,2550.0,,,,Puya macrura,,,,,
2287,Bromeliaceae,Pitcairnioideae,,,Puya,maculata,,,,,,,,,,,,,,,,,,,,,,,-24.9,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3200.0,,,,Puya maculata,,,,,
2288,Bromeliaceae,Pitcairnioideae,,,Puya,mariae,,,,,,,,,,,,,,,,,,,,,,,-24.0,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,2200.0,,,,Puya mariae,,,,,
2289,Bromeliaceae,Pitcairnioideae,,,Puya,medica,,,,,,,,,,,,,,,,,,,,,,,-25.7,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3200.0,,,,Puya medica,,,,,
2290,Bromeliaceae,Pitcairnioideae,,,Puya,membranacea,,,,,,,,,,,,,,,,,,,,,,,-21.5,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3825.0,,,,Puya membranacea,,,,,
2291,Bromeliaceae,Pitcairnioideae,,,Puya,meziana,,,,,,,,,,,,,,,,,,,,,,,-14.3,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,3500.0,,,,Puya meziana,,,,,
2292,Bromeliaceae,Pitcairnioideae,,,Puya,meziana,,,,,,,,,,,,,,,,,,,,,,,-12.6,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3100.0,,,,Puya meziana,,,,,
2293,Bromeliaceae,Pitcairnioideae,,,Puya,meziana,,,,,,,,,,,,,,,,,,,,,,,-13.4,,,,,,,,,,,,,,,Crayn et al (2015),bract,,,,,,Puya meziana,,,,,
2294,Bromeliaceae,Pitcairnioideae,,,Puya,meziana,,,,,,,,,,,,,,,,,,,,,,,-12.0,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,4000.0,,,,Puya meziana,,,,,
2295,Bromeliaceae,Pitcairnioideae,,,Puya,micrantha,,,,,,,,,,,,,,,,,,,,,,,-24.6,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Puya micrantha,,,,,
2296,Bromeliaceae,Pitcairnioideae,,,Puya,minima,,,,,,,,,,,,,,,,,,,,,,,-25.5,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,2650.0,,,,Puya minima,,,,,
2297,Bromeliaceae,Pitcairnioideae,,,Puya,minima,,,,,,,,,,,,,,,,,,,,,,,-28.1,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3000.0,,,,Puya minima,,,,,
2298,Bromeliaceae,Pitcairnioideae,,,Puya,mirabilis,,,,,,,,,,,,,,,,,,,,,,,-23.6,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,1500.0,,,,Puya mirabilis,,,,,
2299,Bromeliaceae,Pitcairnioideae,,,Puya,mirabilis,,,,,,,,,,,,,,,,,,,,,,,-26.1,,,,,,,,,,,,,,,Crayn et al (2015),bract,,1250.0,,,,Puya mirabilis,,,,,
2300,Bromeliaceae,Pitcairnioideae,,,Puya,mollis,,,,,,,,,,,,,,,,,,,,,,,-22.9,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,3840.0,,,,Puya mollis,,,,,
2301,Bromeliaceae,Pitcairnioideae,,,Puya,nana,,,,,,,,,,,,,,,,,,,,,,,-23.1,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,1800.0,,,,Puya nana,,,,,
2302,Bromeliaceae,Pitcairnioideae,,,Puya,nana,,,,,,,,,,,,,,,,,,,,,,,-25.5,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,2100.0,,,,Puya nana,,,,,
2303,Bromeliaceae,Pitcairnioideae,,,Puya,nitida,,,,,,,,,,,,,,,,,,,,,,,-22.5,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,2905.0,,,,Puya nitida,,,,,
2304,Bromeliaceae,Pitcairnioideae,,,Puya,nivalis,,,,,,,,,,,,,,,,,,,,,,,-22.2,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Puya nivalis,,,,,
2305,Bromeliaceae,Pitcairnioideae,,,Puya,nutans,,,,,,,,,,,,,,,,,,,,,,,-23.7,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,3360.0,,,,Puya nutans,,,,,
2306,Bromeliaceae,Pitcairnioideae,,,Puya,obconica,,,,,,,,,,,,,,,,,,,,,,,-22.9,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,2850.0,,,,Puya obconica,,,,,
2307,Bromeliaceae,Pitcairnioideae,,,Puya,occidentalis,,,,,,,,,,,,,,,,,,,,,,,-24.9,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,3130.0,,,,Puya occidentalis,,,,,
2308,Bromeliaceae,Pitcairnioideae,,,Puya,olivacea,,,,,,,,,,,,,,,,,,,,,,,-19.7,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,1950.0,,,,Puya olivacea,,,,,
2309,Bromeliaceae,Pitcairnioideae,,,Puya,oxyantha,,,,,,,,,,,,,,,,,,,,,,,-23.7,,,,,,,,,,,,,,,Crayn et al (2015),bract,,2450.0,,,,Puya oxyantha,,,,,
2310,Bromeliaceae,Pitcairnioideae,,,Puya,parviflora,,,,,,,,,,,,,,,,,,,,,,,-22.8,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,2500.0,,,,Puya parviflora,,,,,
2311,Bromeliaceae,Pitcairnioideae,,,Puya,pearcei,,,,,,,,,,,,,,,,,,,,,,,-29.3,,,,,,,,,,,,,,,Crayn et al (2015),bract,,800.0,,,,Puya pearcei,,,,,
2312,Bromeliaceae,Pitcairnioideae,,,Puya,pitcairnioides,,,,,,,,,,,,,,,,,,,,,,,-14.7,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,650.0,,,,Puya pitcairnioides,,,,,
2313,Bromeliaceae,Pitcairnioideae,,,Puya,ponderosa,,,,,,,,,,,,,,,,,,,,,,,-21.9,,,,,,,,,,,,,,,Crayn et al (2015),bract,,3800.0,,,,Puya ponderosa,,,,,
